Rater,Object,Score
2,bd07ff29e41ade5cfd3b329acbb7f041,0
2,bd77157440792a1b0d9b77aca94e6ccb,0
2,bdfe0039959a33de59cd66174f9b7081,1
2,bea2d3735daa6af0835aea0f5b4267fd,0
2,bf0025210f1f892263c288493836e814,0
2,c0aecab4b234088912ca7c796e382c2c,0
2,c2432c5d4eccae878377624dd35cd3be,0
2,c570815f902fb03a9fae5553ab51ba36,0
2,c5993888b2609649e7d564305a5bdaad,0
2,c5cb7c3d55cf3eb20d1ce2622691f2e0,0
2,c5ea083993acd736750b22d8ad3f77b4,0
2,c68d301382919ce3eb2a75b48df6c8f9,0
2,c98955fb7dfa0dd6323e6c8b6799b10e,0
2,c9e2b96ded4b5dc9d454cbc7f4d95c7b,0
2,ca13f002ef263d5e9285ee262a38e7e6,0
2,ca50e8a28ccc756338953008c796fe78,0
2,cae392de584ebe4032ee87423b47bec8,0
2,cbfa77275f1daa504252dfa363c2e4eb,1
2,cc2798558d37190cc526ec3c6d92b8be,0
2,cc526df882ef165081d95468e1c5d894,0
2,cc9e836db3d8fdf73f69bec0197fd717,0
2,ce5d2e4908b5f80fe0fe6a4512cde30d,1
2,ce5fec13514752c0fa2666b786f65614,0
2,ceae6a46eede80beab5ac992b79e61e3,0
2,ced0cfedc0528077d9dbd34d7b54b8bf,0
2,cf0977d6f26f94db220e54baffb6152f,1
2,cf2407a1148161c531eacfe223e076d5,1
2,cf670e966fadaa070fe854a2109263a1,0
2,cf81c39e17768d921ae9ec475407aaf4,1
2,d41d8cd98f00b204e9800998ecf8427e,0
2,d455c8242d63b1e50fb7d2469e671391,1
2,d72dc9bfe82d80f2fcb13cd6eafc39bc,1
2,d8814d63ca77871ef2510dcaa019dd85,0
2,d92de77fb4e774a009e9d741930f919d,0
2,d945d3ebb248a6844f582bcd29f09e33,0
2,da2609cc3c4798e6f6c7ff824d78b141,1
2,db0fd58d0b2b4c99020b5d78ec254ede,0
2,db594b3a8e7189bcc04160b8a6b5321f,1
2,dbe42eeb6d3ea7a6cdcc0042fbd702ce,1
2,def2ba95530d9cbb5430728e6fd292b7,1
2,defca428ac9afd087f045a1b62260cb6,0
2,df5b03590436483f508055f778ce6f14,1
2,e1a69446700b2ac5a4f0f8e9b5912f83,0
2,e36e708c38a7c87b07aba72205c00a8e,0
2,e5491f347bc67c4b18f2f9c757249462,0
2,e676f11014b4b58666e0f3e5413725dd,0
2,e6def579f2f13e147df1921f5ab9ab57,1
2,e701b716e37281cfd674453e5cfedf67,0
2,e7adc1d98c4664fe6985f2a8d8512c7f,1
2,e7cf6bfd1b3918186c68b61bda0316d2,0
2,e941baf5d7821cacfae982c72ff96753,0
2,e946e225221996ff020168dbcfa8f7c5,0
2,eb5de08ed5bd532204465faa4d6b39ce,1
2,ec2f721b23c2c4bce076eebe15128a61,0
2,ec85eda30a7570f9189ae4c1a73776b2,0
2,eda305464ae068152d4c084989b6a2ff,1
2,ee09f19050b2f909c05887cdf5ee820d,1
2,eec13c2aacc1de8ba7e41888259d736b,0
2,ef7271cc789c61d5a088e83b9fe87a34,1
2,efc976141c51758dd41fe5dd2da334a5,0
2,f14fbe2b07c94dd1a7bbdbd7d589b2ae,0
2,f18cfe1fafb52b96f83593e58e50eb8d,1
2,f61bf6b629a9892cafe5e91fb542ff84,1
2,f69321d59ec0c99d38882b1fc3e914ed,0
2,f6a40114602b280c8d117c3a7afd0430,0
2,f6dd5bf876412d40fd7f237bd924b513,0
2,f8b13ebb262566111a86c01769ab334b,0
2,f8ff71c1462425bde20146519e11c94b,0
2,f961baa435b5b7a5b221e524b1eef86a,0
2,f9a765c1eae65d8dfb2cd59b098a1663,0
2,f9c5886515e9bc2196bedcb9d65e18fa,0
2,fb40aaa441a686037d132bded1cb6c96,0
